City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
316,Paciran,-6.8767,112.3761,76.51,88,100,7.78,ID,11/27/22 18:50
317,Mokhsogollokh,61.4681,128.9203,-42.02,99,82,3.18,RU,11/27/22 18:50
318,Hambantota,6.1241,81.1185,75.54,100,40,4.61,LK,11/27/22 18:50
319,Sao Felix Do Xingu,-6.6447,-51.995,87.55,58,100,3.18,BR,11/27/22 18:50
320,Bobo Dioulasso,11.1771,-4.2979,81.05,29,100,4.61,BF,11/27/22 18:50
321,Dengzhou,37.8086,120.7508,56.62,94,100,9.17,CN,11/27/22 18:50
322,Nhulunbuy,-12.2333,136.7667,79.41,89,100,3.44,AU,11/27/22 18:50
323,Spencer,43.1414,-95.1444,41.72,56,0,12.66,US,11/27/22 18:50
324,Prince George,53.9166,-122.753,23.25,71,75,14.97,CA,11/27/22 18:46
325,Pangnirtung,66.1451,-65.7125,4.51,75,100,4.52,CA,11/27/22 18:50
326,Padang,-0.9492,100.3543,75.25,85,100,3.29,ID,11/27/22 18:50
327,Vila Franca Do Campo,37.7167,-25.4333,64.2,75,18,9.69,PT,11/27/22 18:50
328,Sobolevo,54.4299,31.8996,31.48,98,100,9.6,RU,11/27/22 18:50
329,Lazarev,52.225,141.5131,1.78,90,5,4.88,RU,11/27/22 18:50
330,Leningradskiy,69.3833,178.4167,-13.76,90,16,6.17,RU,11/27/22 18:50
331,Teya,60.3778,92.6267,-16.96,98,100,3.67,RU,11/27/22 18:50
332,Kjollefjord,70.9457,27.3465,33.85,80,0,14.97,NO,11/27/22 18:50
333,La Ronge,55.1001,-105.2842,25.05,74,75,13.8,CA,11/27/22 18:50
334,Brae,60.3964,-1.353,48.52,82,4,14.34,GB,11/27/22 18:50
335,Mnogovershinnyy,53.9353,139.9242,6.58,92,90,9.78,RU,11/27/22 18:50
336,Ipoh,4.5841,101.0829,75.11,100,40,1.14,MY,11/27/22 18:49
337,Pevek,69.7008,170.3133,-17.57,89,100,4.32,RU,11/27/22 18:50
338,Kalaleh,37.3807,55.4916,60.4,82,100,4.61,IR,11/27/22 18:50
339,Axim,4.8699,-2.2405,79.57,79,10,7.81,GH,11/27/22 18:50
340,Udachnyy,66.4167,112.4,-8.55,76,100,5.57,RU,11/27/22 18:50
341,Nishihara,26.1842,127.7558,76.28,73,40,19.57,JP,11/27/22 18:50
342,Changde,29.0464,111.6783,64.54,91,100,10.83,CN,11/27/22 18:50
343,Puerto Escondido,15.85,-97.0667,85.91,62,34,7.52,MX,11/27/22 18:50
344,Quepos,9.4236,-84.1652,79.48,85,99,5.7,CR,11/27/22 18:50
345,Quirinopolis,-18.4483,-50.4517,93.31,22,70,7.34,BR,11/27/22 18:50
346,Mount Gambier,-37.8333,140.7667,48.9,84,92,6.02,AU,11/27/22 18:50
347,Borger,52.9233,6.7931,45,89,100,14.16,NL,11/27/22 18:50
348,Bimbo,4.2567,18.4158,75.38,70,39,4.43,CF,11/27/22 18:50
349,Kodinsk,58.6881,99.1844,-13.61,94,100,6.62,RU,11/27/22 18:50
350,Lincoln,40.8,-96.667,44.29,49,0,17.27,US,11/27/22 18:49
351,Gat,31.61,34.7642,65.39,100,100,1.59,IL,11/27/22 18:47
352,Kawalu,-7.3817,108.2082,71.69,97,100,1.68,ID,11/27/22 18:50
353,Shenzhen,22.5455,114.0683,77.85,97,53,6.31,CN,11/27/22 18:50
354,Pacific Grove,36.6177,-121.9166,66.38,62,0,10,US,11/27/22 18:50
355,Staroshcherbinovskaya,46.6311,38.6742,43.74,83,100,7.29,RU,11/27/22 18:50
356,Truro,50.2653,-5.0544,52.56,87,75,10.36,GB,11/27/22 18:50
357,Montevideo,-34.8335,-56.1674,84.22,72,40,13.8,UY,11/27/22 18:50
358,Alyangula,-13.8483,136.4192,82.49,77,100,7.05,AU,11/27/22 18:50
359,Ancud,-41.8697,-73.8203,68.14,55,20,6.51,CL,11/27/22 18:51
360,Qujing,25.4833,103.7833,55.56,74,0,13.62,CN,11/27/22 18:51
361,Hohhot,40.8106,111.6522,25.09,86,0,4.47,CN,11/27/22 18:51
362,Tabou,4.423,-7.3528,78.49,81,17,7.65,CI,11/27/22 18:51
363,Were Ilu,10.6,39.4333,51.76,68,72,6.53,ET,11/27/22 18:51
364,Guanica,17.9716,-66.908,86.05,70,7,8.23,PR,11/27/22 18:51
365,Isangel,-19.55,169.2667,75.31,88,7,0,VU,11/27/22 18:51
366,Lahad Datu,5.0268,118.327,74.44,94,75,3.6,MY,11/27/22 18:51
367,Berlevag,70.8578,29.0864,30.15,80,20,12.66,NO,11/27/22 18:50
368,Dhamtari,20.7072,81.5497,57.49,56,0,3.13,IN,11/27/22 18:51
369,Belaya Gora,68.5333,146.4167,-35.84,100,96,0.65,RU,11/27/22 18:51
370,Katsuura,35.1333,140.3,59.05,68,100,7.18,JP,11/27/22 18:51
371,Vila Velha,-20.3297,-40.2925,76.95,88,100,11.5,BR,11/27/22 18:48
372,Kapit,2.0167,112.9333,72.9,99,100,0.51,MY,11/27/22 18:51
373,La Spezia,44.1105,9.8434,51.73,72,100,7.18,IT,11/27/22 18:51
374,Verkhniy Mamon,50.1635,40.3832,33.94,81,100,9.22,RU,11/27/22 18:51
375,Kurilsk,45.2333,147.8833,34.84,61,93,13.56,RU,11/27/22 18:51
376,Sao Jose Da Coroa Grande,-8.8978,-35.1478,81.32,71,9,13.8,BR,11/27/22 18:51
377,Outlook,51.5001,-107.0513,34.23,68,100,7.61,CA,11/27/22 18:52
378,Nagato,34.3833,131.2,57.78,69,100,7.14,JP,11/27/22 18:52
379,Charters Towers,-20.1,146.2667,71.44,93,100,2.77,AU,11/27/22 18:52
380,Kungurtug,50.5994,97.5228,-23.78,98,100,1.43,RU,11/27/22 18:50
381,Biak,-0.9131,122.8766,76.03,84,75,3.31,ID,11/27/22 18:52
382,Washington,47.5001,-120.5015,41.58,55,0,5.64,US,11/27/22 18:50
383,Toamasina,-18.1667,49.3833,77,73,20,4.61,MG,11/27/22 18:52
384,Tura,25.5198,90.2201,60.3,86,0,3.38,IN,11/27/22 18:51
385,Kamachumu,-1.6186,31.62,65.73,69,100,4.23,TZ,11/27/22 18:52
386,Evensk,61.95,159.2333,19.2,92,100,23.22,RU,11/27/22 18:52
387,Mombasa,-4.0547,39.6636,81.01,78,40,6.91,KE,11/27/22 18:47
388,La Asuncion,11.0333,-63.8628,82.13,89,100,13.8,VE,11/27/22 18:52
389,Allende,25.2833,-100.0167,79.12,23,0,4.54,MX,11/27/22 18:48
390,Jalu,29.0331,21.5482,60.28,66,75,5.97,LY,11/27/22 18:52
391,Egvekinot,66.3167,-179.1667,-3.15,81,39,6.15,RU,11/27/22 18:47
392,Aljezur,37.3191,-8.8033,61.14,91,100,8.08,PT,11/27/22 18:52
393,Coahuayana,18.7333,-103.6833,88.83,46,0,6.08,MX,11/27/22 18:52
394,Posse,-14.0931,-46.3694,78.8,65,55,2.68,BR,11/27/22 18:52
395,Heilbron,-27.2812,27.9709,61.93,64,100,5.3,ZA,11/27/22 18:52
396,San Borja,-14.8167,-66.85,102.11,18,16,4.23,BO,11/27/22 18:52
397,Acajutla,13.5928,-89.8275,80.89,78,97,5.21,SV,11/27/22 18:52
398,Namibe,-15.1961,12.1522,70.5,85,100,7.58,AO,11/27/22 18:52
399,Iwata,34.7,137.85,55.02,83,100,1.99,JP,11/27/22 18:52
400,Sola,-13.8833,167.55,74.07,94,76,0,VU,11/27/22 18:52
401,Goya,-29.14,-59.2626,102.09,18,0,8.9,AR,11/27/22 18:52
402,Mvuma,-19.2792,30.5283,62.26,90,100,1.23,ZW,11/27/22 18:52
403,Mapimi,25.8167,-103.85,71.83,12,0,1.81,MX,11/27/22 18:52
404,Tungor,53.3808,142.9564,16.88,81,98,14.76,RU,11/27/22 18:52
405,Tamandare,-8.7597,-35.1047,81.68,70,8,12.73,BR,11/27/22 18:53
406,Touros,-5.1989,-35.4608,81.66,67,100,12.5,BR,11/27/22 18:53
407,Asau,46.4333,26.4,36.52,98,100,2.68,RO,11/27/22 18:53
408,Roald,62.5833,6.1333,52.72,66,20,16.11,NO,11/27/22 18:53
409,San Ramon,37.7799,-121.978,63.14,51,0,1.01,US,11/27/22 18:51
410,Inuvik,68.3499,-133.7218,-15.59,76,20,1.14,CA,11/27/22 18:53
411,Polson,47.6936,-114.1632,39.22,76,100,12.24,US,11/27/22 18:53
412,Coquimbo,-29.9533,-71.3436,65.93,72,75,9.22,CL,11/27/22 18:53
413,Laguna,38.421,-121.4238,64.09,57,40,1.01,US,11/27/22 18:53
414,Chaihe,44.7667,129.7,13.35,92,100,1.54,CN,11/27/22 18:53
415,Tateyama,34.9833,139.8667,60.44,66,100,6.33,JP,11/27/22 18:53
416,Bajil,15.0584,43.2851,79.7,66,44,4.27,YE,11/27/22 18:53
417,Abonnema,4.7084,6.7931,79.5,79,23,8.32,NG,11/27/22 18:53
418,Ahipara,-35.1667,173.1667,59.31,71,100,10,NZ,11/27/22 18:53
419,Kruisfontein,-34.0033,24.7314,59.2,93,4,7.31,ZA,11/27/22 18:53
420,Sao Desiderio,-12.3633,-44.9733,78.89,72,100,5.21,BR,11/27/22 18:53
421,Limbang,4.75,115,77.11,96,100,2.1,MY,11/27/22 18:53
422,Burnie,-41.0667,145.9167,44.94,85,94,8.57,AU,11/27/22 18:53
423,Mareeba,-17,145.4333,74.44,94,100,1.05,AU,11/27/22 18:53
424,Sterling,39.0062,-77.4286,50.7,95,100,5.75,US,11/27/22 18:53
425,Ginir,7.1333,40.7,58.39,61,100,4.68,ET,11/27/22 18:51
426,Kieta,-6.2167,155.6333,79.63,85,100,5.06,PG,11/27/22 18:53
427,Tenenkou,14.4572,-4.9169,80.65,11,100,10.04,ML,11/27/22 18:53
428,Parabel,58.6978,81.4825,-5.76,90,100,6.8,RU,11/27/22 18:53
429,Tazovskiy,67.4667,78.7,9,95,92,8.5,RU,11/27/22 18:53
430,Riemst,50.8098,5.6044,47.34,84,100,5.75,BE,11/27/22 18:53
431,Durango,24.8333,-104.8333,70.88,7,0,7.34,MX,11/27/22 18:48
432,Karratha,-20.7377,116.8463,79.75,49,14,17.18,AU,11/27/22 18:53
433,Jansath,29.3333,77.85,60.51,41,0,2.68,IN,11/27/22 18:53
434,Parfenyevo,58.484,43.4088,9.99,98,80,4.25,RU,11/27/22 18:53
435,Geraldton,-28.7667,114.6,59.41,82,0,6.91,AU,11/27/22 18:53
436,Llanes,43.4198,-4.7549,57.88,89,100,12.73,ES,11/27/22 18:53
437,Bilibino,68.0546,166.4372,-8.91,89,100,2.82,RU,11/27/22 18:53
438,Tarakan,3.3,117.6333,79.68,80,89,5.08,ID,11/27/22 18:49
439,Oriximina,-1.7656,-55.8661,89.67,50,45,4.12,BR,11/27/22 18:53
440,Sibolga,1.7427,98.7792,75.81,85,95,2.51,ID,11/27/22 18:53
441,Taybad,34.74,60.7756,60.26,31,0,3.22,IR,11/27/22 18:53
442,Sabha,27.0377,14.4283,56.03,42,5,10.16,LY,11/27/22 18:53
443,Nome,64.5011,-165.4064,1.17,88,100,6.49,US,11/27/22 18:53
444,Ponta Do Sol,32.6667,-17.1,70.43,77,0,4.7,PT,11/27/22 18:53
445,Villa Carlos Paz,-31.4241,-64.4978,97.39,14,0,11.01,AR,11/27/22 18:49
446,Kenitra,34.261,-6.5802,65.16,72,0,4.21,MA,11/27/22 18:53
447,Kashi,39.4547,75.9797,42.01,20,0,6.71,CN,11/27/22 18:53
448,Kikwit,-5.041,18.8162,69.71,95,53,1.07,CD,11/27/22 18:52
449,High Level,58.5169,-117.136,14.11,79,75,21.85,CA,11/27/22 18:50
450,Stefan Cel Mare,46.9833,26.5167,38.75,75,100,3.89,RO,11/27/22 18:54
451,Darab,28.7519,54.5444,62.65,33,0,3.42,IR,11/27/22 18:54
452,Fairbanks,64.8378,-147.7164,10.74,86,40,0,US,11/27/22 18:50
453,Iqaluit,63.7506,-68.5145,10.13,66,100,17.27,CA,11/27/22 18:54
454,Oga,46.4631,10.347,30.96,59,100,2.15,IT,11/27/22 18:54
455,Vacaville,38.3566,-121.9877,64.26,49,0,3.44,US,11/27/22 18:51
456,Belyy Yar,53.6039,91.3903,-7.71,77,75,4.47,RU,11/27/22 18:54
457,Price,39.5994,-110.8107,39.11,42,98,3.15,US,11/27/22 18:54
458,San Pedro,14.35,121.0167,78.31,80,20,2.3,PH,11/27/22 18:54
459,Oranjemund,-28.55,16.4333,63.25,77,0,13.15,NA,11/27/22 18:54
460,Mkushi,-13.6202,29.3939,64.98,89,100,1.54,ZM,11/27/22 18:54
461,Bintulu,3.1667,113.0333,75.61,94,20,3.44,MY,11/27/22 18:54
462,Rawatsar,29.2833,74.3833,65.16,20,0,4.54,IN,11/27/22 18:54
463,Helena,46.5927,-112.0361,42.17,54,100,5.01,US,11/27/22 18:54
464,Gigmoto,13.7796,124.39,79.7,82,34,9.1,PH,11/27/22 18:54
465,Maumere,-8.6199,122.2111,80.44,79,100,2.71,ID,11/27/22 18:54
466,Te Horo,-40.8084,175.1233,55.8,79,95,5.99,NZ,11/27/22 18:54
467,Dhidhdhoo,6.8833,73.1,80.65,73,64,6.89,MV,11/27/22 18:54
468,Teguise,29.0605,-13.564,68.22,78,20,17.27,ES,11/27/22 18:54
469,Half Moon Bay,37.4636,-122.4286,65.48,67,75,3.44,US,11/27/22 18:54
470,Meadow Lake,34.8014,-106.5436,50.85,32,1,10.22,US,11/27/22 18:54
471,Te Anau,-45.4167,167.7167,42.78,95,100,1.36,NZ,11/27/22 18:54
472,Kudirkos Naumiestis,54.7731,22.8631,30.74,96,100,3.22,LT,11/27/22 18:54
473,May Pen,17.9645,-77.2451,87.01,51,0,9.26,JM,11/27/22 18:54
474,Nanortalik,60.1432,-45.2371,28.98,83,100,7.38,GL,11/27/22 18:54
475,Weligama,5.9667,80.4167,75.36,87,100,3.76,LK,11/27/22 18:54
476,Scarborough,54.2797,-0.4044,47.34,90,100,8.01,GB,11/27/22 18:53
477,Chernyshevsk,52.5243,117.0174,-20.99,100,93,0.6,RU,11/27/22 18:54
478,Havoysund,70.9963,24.6622,34.03,77,12,6.4,NO,11/27/22 18:54
479,Chippewa Falls,44.9369,-91.3929,41.68,68,20,11.5,US,11/27/22 18:54
480,Makakilo City,21.3469,-158.0858,74.19,66,0,0,US,11/27/22 18:54
481,Kananga,-5.8958,22.4178,67.15,94,92,1.3,CD,11/27/22 18:54
482,Port Macquarie,-31.4333,152.9167,67.89,68,87,4.81,AU,11/27/22 18:54
483,Sur,22.5667,59.5289,76.69,63,29,3.18,OM,11/27/22 18:54
484,Poum,-20.2333,164.0167,78.48,78,71,14,NC,11/27/22 18:55
485,Aswan,24.0934,32.907,74.5,43,0,4.61,EG,11/27/22 18:54
486,Solnechnyy,50.7214,136.6319,8.56,94,100,1.83,RU,11/27/22 18:55
487,Tefe,-3.3542,-64.7114,91.51,66,40,3.44,BR,11/27/22 18:55
488,Penzance,50.1186,-5.5371,52.48,76,3,23.17,GB,11/27/22 18:55
489,Chalmette,29.9427,-89.9634,75.99,46,0,7,US,11/27/22 18:55
490,Alenquer,-1.9417,-54.7383,91.51,44,98,2.77,BR,11/27/22 18:55
491,Genhe,50.7833,121.5167,-14.31,100,99,2.15,CN,11/27/22 18:55
492,Zhigansk,66.7697,123.3711,-27.22,96,100,12.97,RU,11/27/22 18:55
493,Monrovia,6.3005,-10.7969,79.59,77,94,7.67,LR,11/27/22 18:55
494,Salalah,17.0151,54.0924,75.99,51,75,1.59,OM,11/27/22 18:55
495,Turukhansk,65.8167,87.9833,-4.68,97,100,10.6,RU,11/27/22 18:55
496,Eirunepe,-6.6603,-69.8736,79.32,79,100,3.49,BR,11/27/22 18:55
497,Korla,41.7597,86.1469,23.07,27,58,4.32,CN,11/27/22 18:55
498,Wiang Sa,8.6359,99.3666,82.85,89,52,0.96,TH,11/27/22 18:55
499,Aripuana,-9.1667,-60.6333,87.85,53,100,0.67,BR,11/27/22 18:56
500,Dalvik,65.9702,-18.5286,37.33,98,100,7.52,IS,11/27/22 18:56
501,Synya,65.3718,58.0387,-5.42,98,94,6.71,RU,11/27/22 18:56
502,Sorong,-0.8833,131.25,80.73,79,62,3.71,ID,11/27/22 18:56
503,Vila,42.0304,-8.1588,45.48,94,35,3.33,PT,11/27/22 18:56
504,Buraydah,26.326,43.975,73.85,35,58,11.41,SA,11/27/22 18:52
505,Zaragoza,41.6561,-0.8773,49.01,78,0,3,ES,11/27/22 18:56
506,Kattivakkam,13.2167,80.3167,80.69,79,97,6.29,IN,11/27/22 18:56
507,Usta Muhammad,28.1794,68.0445,65.28,20,0,2.04,PK,11/27/22 18:56
508,Mazyr,52.0495,29.2456,28.53,98,100,5.68,BY,11/27/22 18:56
509,Walvis Bay,-22.9575,14.5053,60.1,77,56,4.61,NA,11/27/22 18:56
510,Arys,42.4252,68.795,35.8,44,99,11.52,KZ,11/27/22 18:56
511,Miandoab,36.9694,46.1027,41.38,61,75,1.57,IR,11/27/22 18:56
512,Misratah,32.3754,15.0925,65.01,73,3,21.34,LY,11/27/22 18:56
513,Kenai,60.5544,-151.2583,15.15,79,0,3.44,US,11/27/22 18:51
514,Svetlyy,54.675,20.1347,34.97,93,100,5.44,RU,11/27/22 18:56
515,Andreyevo,55.9465,41.1505,17.26,94,100,8.3,RU,11/27/22 18:56
516,Cockburn Town,21.4612,-71.1419,84.16,61,40,9.22,TC,11/27/22 18:56
517,Rundu,-17.9333,19.7667,75.96,56,52,1.61,NA,11/27/22 18:56
518,Guiglo,6.5456,-7.4966,79.92,54,46,3.49,CI,11/27/22 18:56
519,Biltine,14.5333,20.9167,77.65,16,100,6.78,TD,11/27/22 18:56
520,Vilyuysk,63.7553,121.6247,-37.3,100,86,2.48,RU,11/27/22 18:56
521,Nabire,-3.3667,135.4833,74.93,92,100,3.85,ID,11/27/22 18:56
522,Roma,43.2128,-75.4557,45.09,87,100,3,US,11/27/22 18:56
523,Whitewater,42.8336,-88.7323,40.98,85,100,14.63,US,11/27/22 18:56
524,Saint-Francois,46.4154,3.9054,40.44,93,0,1.14,FR,11/27/22 18:56
525,Kudahuvadhoo,2.6708,72.8944,80.49,74,100,5.61,MV,11/27/22 18:56
526,Brigantine,39.4101,-74.3646,55.02,90,100,20.71,US,11/27/22 18:56
527,Jizan,17.3333,42.6667,83.34,67,0,2.24,SA,11/27/22 18:56
528,Lardos,36.0942,28.0157,66.94,63,100,14.25,GR,11/27/22 18:56
529,Keshabpur,22.9183,89.2112,66.52,52,1,2.98,BD,11/27/22 18:56
530,Dunedin,-45.8742,170.5036,49.8,85,6,0.98,NZ,11/27/22 18:56
531,Westport,41.1415,-73.3579,56.17,77,100,1.99,US,11/27/22 18:56
532,Nurota,40.5614,65.6886,49.33,46,93,3.09,UZ,11/27/22 18:56
533,Sistranda,63.7256,8.834,44.56,78,100,10.31,NO,11/27/22 18:56
534,Sabang,5.8933,95.3214,81.28,76,100,9.73,ID,11/27/22 18:56
535,Itarema,-2.9248,-39.9167,83.05,67,100,15.32,BR,11/27/22 18:55
536,Chuka,-0.3332,37.6459,59.59,95,100,3.96,KE,11/27/22 18:56
537,Baker City,44.7749,-117.8344,37.58,69,100,6.29,US,11/27/22 18:56
538,Sarakhs,36.5449,61.1577,61.75,27,14,21.3,IR,11/27/22 18:56
539,Flinders,-34.5833,150.8552,64.18,86,94,4,AU,11/27/22 18:56
540,Russell,32.3502,-85.1999,69.08,52,0,11.5,US,11/27/22 18:54
541,Liwale,-9.7667,37.9333,73.63,70,2,7.52,TZ,11/27/22 18:56
542,Viedma,-40.8135,-62.9967,83.66,45,100,11.12,AR,11/27/22 18:53
543,Vanavara,60.34,102.2797,-18.8,96,100,8.43,RU,11/27/22 18:56
544,Raga,8.4596,25.678,79.32,27,100,3.56,SS,11/27/22 18:56
545,Vershino-Darasunskiy,52.35,115.5167,-9.22,95,100,3.22,RU,11/27/22 18:56
546,Yerbogachen,61.2767,108.0108,-19.46,91,100,9.04,RU,11/27/22 18:56
547,Gryazovets,58.88,40.2525,12.24,97,71,4.72,RU,11/27/22 18:57
548,Pijijiapan,15.7011,-93.23,84.36,77,97,5.14,MX,11/27/22 18:57
549,Namtsy,62.7161,129.6658,-44.5,100,99,2.84,RU,11/27/22 18:57
550,The Valley,18.217,-63.0578,85.86,70,40,12.66,AI,11/27/22 18:55
551,Motygino,58.1831,94.7592,-13.32,95,100,8.48,RU,11/27/22 18:57
552,Soimus,45.9167,22.9,36.39,87,98,2.01,RO,11/27/22 18:57
